ARYA,No! I’ve been here for weeks
WAIF,You will know why
WAIF,You tried already
ARYA,I didn’t even know I was playing
WAIF,Get back to work
WAIF,Get back to work
JAQEN,Who are you? Arya wakes up and turns to him
JAQEN,A lie
ARYA,After he was executed I fled the capital
JAQEN,A lie
ARYA,I stabbed him in the gut
JAQEN,A lie
ARYA,A man called the Hound
ARYA,I hated him
ARYA,I hated him! Jaqen hits her again
Does she truly want to be no one? ARYA,Yes
TYRION,"So, those villages we were supposed to find"
JORAH,I can
TYRION,"You’re an awful travelling companion, do you know that? Possibly the least charming man I have ever met"
JORAH,I am not your travelling companion
TYRION,We are travelling together
JORAH,I’m sure you’ve visited many brothels in many cities
TYRION,I killed my father
TYRION,"As miserable as you are, Mormont, at least your father was a good man"
TYRION,You didn’t know
JORAH,We better keep moving
MAN,Valar morghulis
ARYA,Valar dohaeris
MAN,I have nowhere else to go
GIRL,It hurts
ARYA,I know
ARYA,I’ve devoted my life to him now
JAQEN,"Is the girl ready to give up her ears, her nose, her tongue, her hopes and dreams, her loves and hates, all that makes a girl who she is, forever? Arya scans through the faces then fixates on one face in particular - that of an old lady"
JAQEN,No
COUNTRYSIDE TYRION,"Why Daenerys? Why is she worth all this? As I recall, the Mormonts fought against the Targaryens during Robert’s Rebellion"
JORAH,"In something greater than ourselves, I mean"
Do you believe there's a plan for this world? TYRION,No
JORAH,Neither did I
Have you ever heard baby dragons singing? TYRION,No
JORAH,It's hard to be a cynic after that
TYRION,Doesn’t mean she’s going to be a great queen
JORAH,No it doesn’t
TYRION,The Targaryens are famously insane
"What if she conquers the world? Then what? 1,000 years of peace and prosperity? JORAH",First we have to conquer the world
TYRION,"We? Alright, let’s assume your dreams come true"
Then what? JORAH,Then she rules
TYRION,"Why, because her father who burned living men for amusement was the king? Jorah sees a ship anchored in the middle of the sea and pushes Tyrion behind a rock"
MALKO,"Got a lot of fight in you, huh? Malko punches Jorah again"
SLAVER,Salt mines
MALKO,That or a galley slave
TYRION,"Wait, wait, wait, wait! You can’t just hand a dried cock to a merchant and expect him to pay for it"
And how could he know unless he sees the dwarf? SLAVER,It will be a dwarf-sized cock
TYRION,Guess again
MALKO,The dwarf lives until we find a cock merchant
JORAH,Queen Daenerys has outlawed slavery
MALKO,"We’re bound to Volantis, not Slaver’s Bay"
TYRION,"The fighting puts in Mereen! You’re in luck then, you’re about to be rich"
TYRION,(looks at Jorah) Him
MALKO,Him? He’s got to be 60 years old
TYRION,"Sure, he’s a bit long in the tooth, a bit withered, been in the sun too long"
Malko,Is that true? Jorah nods
TYRION,"He won the tournament at Lannisport, unseating Ser Jaime Lannister himself"
JORAH,I killed a Dothraki blood rider in single combat
MALKO,Liar
JORAH,It’s no lie
LANCEL,Lord Baelish
BAELISH,Yes? (Lancel approaches him) Lancel Lannister
LANCEL,Brother Lancel
BAELISH,That’s quite a family to abandon
LANCEL,The city has changed since you were here last
BAELISH,Well done
BAELISH,I’m here on urgent business for the Queen Mother
LANCEL,"Step carefully, Lord Baelish"
BAELISH,"We both peddle fantasies, Brother Lancel"
BAELISH,Of course
CERSEI,The King’s orders
Is the King to blame for Ser Loras’ perversion? BAELISH,House Tyrell won’t tolerate these insults
CERSEI,"House Tyrell won’t tolerate it? I’m the insulted party, Lord Baelish"
BAELISH,One’s choice of companion is a curious thing
CERSEI,Most curious
