Eddard Stark,"Your pardon, your Grace"
Robert Baratheon,"Oh, will both of you shut your mouths? Catelyn will release Tyrion and you’ll make your peace with Jaime"
Eddard Stark,He butchered my men
Cersei Baratheon,Lord Stark was returning drunk from a brothel when his men attacked Jaime
Robert Baratheon,"Quiet, woman"
Eddard Stark,Jaime has fled the city
Cersei Baratheon,I took you for a king
Robert Baratheon,Hold your tongue
Cersei Baratheon,He’s attacked my brother and abducted the other
Cersei Baratheon,I shall wear this like a badge of honor
Robert Baratheon,Wear it in silence or I’ll honor you again
Robert Baratheon,See what she does to me? My loving wife
Eddard Stark,If we don’t act… there will be a war
Robert Baratheon,So tell your wife to return that little shit of an Imp to King’s Landing
"This is what matters - I can’t rule the kingdoms if the Starks and the Lannisters are at each other’s throats, so enough! Eddard Stark",As you command your Grace
Robert Baratheon,Piss on that! Send a raven
Irri,Khaleesi? Daenerys picks up the egg from the coals
Irri,"Oh, Khaleesi! Irri takes the egg from her hands, dropping it instantly because of the heat"
Daenerys Targaryen,You’re hurt
Robb Stark,Not too fast
Bran Stark,"Come on, Dancer"
Theon Greyjoy,Blood for blood
Robb Stark,You’re talking about war
Theon Greyjoy,I’m talking about justice
Robb Stark,Only the Lord of Winterfell can call in the bannermen and raise an army
Theon Greyjoy,A Lannister put his spear through your father’s leg
Robb Stark,"And it’s not your duty, because it’s not your House"
Bran Stark,"I’m not alone, my brother is with me"
Wildling,I don’t see him
Got him hidden under your cloak? Osha,"Oh, that’s a pretty pin"
Wildling,We’ll take the pin
Bran Stark,I can’t
Osha,the boy’s worth nothing dead
Wildling,Piss on Mance rayder and piss on the North
Robb Stark,Drop the knife
Wildling,Do it
Theon Greyjoy,Tough little lad
Robb Stark,We’ll keep her alive
Tyrion Lannister,"Mord! Turnkey! Mord! Mord! The door swings open and Mord rushes in, batting Tyrion to the opposite side of the cell"
Tyrion Lannister,My family is rich
Mord,No gold! Fuck off
Arya Stark,I don’t want to practice today
Syrio Forel,You are troubled
Syrio Forel,… More trouble for you
Do you pray to the gods? Syrio Forel,The old and the new
Syrio Forel,There is only one god
Viserys Targaryen,She has to eat a whole heart? I hope that wasn’t my horse
Jorah Mormont,She’s doing well
Viserys Targaryen,She’ll never keep it down
Viserys Targaryen,Tell me what she is saying
Jorah Mormont,“The prince is riding
Jorah Mormont,She’s going to have a boy
Viserys Targaryen,He won’t be a real Targaryen
Jora,“The stallion who mounts the world
Daenerys Targaryen,"A prince rides inside me! And he shall be called Rhaego! The room begins chanting, “Rhaego! Rhaego!” As the chanting grows louder and louder, Drogo stands up and walks up to Daenerys"
Viserys Targaryen,They love her
Jorah Mormont,She truly is a queen today
Jorah Mormont,Don’t let them see you carrying a sword in Vaes Dothrak
Viserys Targaryen,It’s not my law
Jorah Mormont,They don’t belong to you
Viserys Targaryen,Whatever is hers is also mine
