DOLOROUS EDD,I was with you at Hardhome
How can you leave us now? JON SNOW,I did everything I could
DOLOROUS EDD,You swore a vow
JON SNOW,"Aye, I pledged my life to the Night’s Watch"
DOLOROUS EDD,For all nights to come
JON SNOW,"They killed me, Edd! My own brothers"
),Riders approaching! MAN #2 (O
CUT TO,CASTLE BLACK - JON SNOW’S ROOM JON SNOW and SANSA are sitting by the fire
SANSA,This is good soup
JON SNOW,We never should have left Winterfell
SANSA,"Don’t you wish we could go back to the day we left? I want to scream at myself, “Don’t go, you idiot"
JON SNOW,We were children
SANSA,"I was awful, just admit it"
JON SNOW,You were occasionally awful
SANSA,Forgive me
JON SNOW,All right
JON SNOW,"You’d think after thousands of years, the Night’s Watch would have learned how to make a good ale"
SANSA,There’s only one place we can go
JON SNOW,I don’t have an army
SANSA,They owe you their lives
SANSA,Winterfell is our home
JON SNOW,I’m tired of fighting
JON SNOW,It’s all I’ve done since I left home
SANSA,"If we don’t take back the North, we’ll never be safe"
CUT TO,CASTLE BLACK - BALCONY MELISANDRE is looking out over the edge of the balcony
DAVOS,My lady
MELISANDRE,Ser Davos
DAVOS,"Forgive me, my lady, I thought that was Stannis"
DAVOS,And Shireen? What happened to the princess? BRIENNE approaches
BRIENNE,I saw what happened
DAVOS,"My lady, I’m Ser Davos Seaworth"
BRIENNE,We’ve met before
DAVOS,That’s in the past now
BRIENNE,"Yes, it’s in the past"
LITTLEFINGER,My lord
LITTLEFINGER,I missed your name day
YOHN ROYCE,"Last time I saw you, Baelish, you told me you were taking Sansa Stark home with you to the Fingers"
LITTLEFINGER,Indeed I was
YOHN ROYCE,"And yet not long ago, we received reports that she has been married to Ramsay Bolton in Winterfell"
LITTLEFINGER,"On our way to the Fingers, we were set upon by a large force of Bolton men"
YOHN ROYCE,"Slander a man in his own home, you might find yourself crossing swords with him"
LITTLEFINGER,Your home is the Vale
ROBIN,Shall we throw him through the Moon Door? The surrounding knights begin to approach YOHN ROYCE
YOHN ROYCE,My lord
ROBIN,"Do you believe him, Uncle Petyr? YOHN ROYCE turns back to look at LITTLEFINGER"
LITTLEFINGER,Lord Royce has served the Vale well
YOHN ROYCE,"You can trust my absolute loyalty, my lord"
LITTLEFINGER,I think he deserves one more chance
What do you say? ROBIN,Fine
LITTLEFINGER (to ROBIN),I bring good news
ROBIN,She’s my cousin
LITTLEFINGER,That was my instinct as well
LITTLEFINGER,Our lord has spoken
GREY WORM,I don’t make peace with the queen’s enemies
TYRION,"Yes, that’s the military approach"
MISSANDEI,Our queen tried to make peace with the Masters and they tried to murder her
MISSANDEI,How many days were you a slave? TYRION stammers
TYRION,Long enough to know
MISSANDEI,Not long enough to understand
CUT TO,"MEEREEN - COUNCIL CHAMBER TYRION, VARYS, MISSANDEI, and GREY WORM are sitting in attendance to three masters, YEZZAN ZO QAGGAZ, RAZDAL MO ERAZ, and BELICHO PAENYMION"
YEZZAN,I bought this dwarf for a single gold honor
TYRION,And now you speak for the Good Masters of Astapor
RAZDAL,We came here to meet the queen and instead we’re greeted by a dwarf and a eunuch
TYRION,"Let’s make this simple, shall we? Tell me what you want"
BELICHO,We want you to leave Slaver’s Bay
TYRION,Queen Daenerys won’t stay in Meereen forever
