JAIME,Halt that wagon! JAIME opens the carriage
BRONN,You just won the biggest prize in the world
Queen of Thorns give you one last prick in the balls before saying goodbye? JAIME,I'll save my confessions for the High Septon
BRONN,There is no more High Septon
JAIME,That's a lot of money I just gave you
BRONN,It's not a castle
BRONN,How about that one? It's available
JAIME,You don't want Highgarden
BRONN,I beg to differ
JAIME,We're at war
BRONN,"Oh, is that why you're so fucking glum, eh? All your new riches weighing you down? JAIME pounds on the back of the carriage and the horses start trotting"
JAIME,They're not mine
BRONN,Right
JAIME,"Bronn of the Blackwater, formerly of whatever nameless shit heap you're from with a saddlebag full of gold complaining about not getting paid"
BRONN,"Yes, I'm sure Queen Cersei's reign will be quiet and peaceful"
JAIME,Stranger things have happened
BRONN,Like what? RANDYLL TARLEY and his son DICKON come riding up on horseback
RANDYLL,"The granaries are being emptied and loaded into wagons, My Lord"
JAIME,"No, but motivating reluctant farmers to hand over their harvest, I've heard you guys have a real talent for that"
RANDYLL,My Lord
DICKON,My Lord
CUT TO,REDKEEP - COUNCIL ROOM CERSEI and TYCHO NESTORIS from the Iron Bank of Braavos are sitting having a discussion
TYCHO,"I must say, I don't think the Iron Bank has ever had a debt of this magnitude repaid in a single installment"
CERSEI,"You're too kind, My Lord"
TYCHO,"I am neither kind, nor a lord, Your Grace"
The gold -- CERSEI,Is on its way
TYCHO,Some at the Iron Bank will be disappointed
CERSEI,We must devise a way to raise their spirits
TYCHO,Yes
CERSEI,My only venture at the moment is reestablishing control over this continent and every person on it
TYCHO,I see a great deal of potential in that venture
I imagine that it would require outside investment? CERSEI,It will indeed
TYCHO,I know them well
CERSEI,That's good to hear
TYCHO,"Rest assured, Your Grace, you can count on the Iron Bank's support, as soon as the gold arrives"
CUT TO,WINTERFELL - BRAN'S QUARTERS BRAN is sitting in a wheelchair
BAELISH,This is for you
BAELISH,"The last man who wielded it meant to cut your throat, but your mother fought him off"
BAELISH,"The other dagger, the one that took her life, I would have stopped that dagger with my own heart if I could have"
BAELISH,"I'm sorry to have disturbed you, Lord Stark"
BRAN,I'm not Lord Stark
MEERA,It's a very good idea
BRAN,"No, I don't"
MEERA,My brother died for you
Bran! BRAN,"I'm not really, not anymore"
MEERA,You died in that cave
CUT TO,EXT
MAN 1,"Hey, oh"
Where are you going? ARYA,In there
MAN 1,Fuck off
ARYA,I'm Arya Stark
MAN 1,Arya Stark is dead
ARYA,Send for Maester Llewyn or Ser Rodrick
MAN 2,There's no Rodrick here
MAN 1,Maester's name is Wolkan
ARYA,"Go ask Jon Snow then, the King in the North"
He's my brother MAN 1,He's a thousand miles away
MAN 2,It's cold
MAN 1,Mm-hmm
ARYA,Tell Sansa her sister is home
MAN 1,"Lady Sansa is too busy to waster her breath on you, just like us"
ARYA,I'm getting into this castle one way or another
MAN 2,You sit there
MAN 2,Go tell Lady Stark
MAN 1,You tell her
MAN 2,I'm not
MAN 1,Because if you don't I'll hit you right in the fucking face as hard as I can
CUT TO,INT
MAN 2,We told her to wait
MAN 1,"When we turned around she had gone, My Lady"
MAN 2,She comes in asking for Ser Rodrick and Maester Llewyn
MAN 1,"Don't trouble yourself over it, My Lady"
SANSA,You don't have to
ARYA,Do I have to call you Lady Stark now? SANSA hesitates for a moment
SANSA,Yes
SANSA,You shouldn't have run from the guards
ARYA,I didn't run
ARYA,"It suits you, Lady Stark"
Jon left you in charge? SANSA,He did
ARYA,That doesn't look like him
SANSA,Everyone who knew his face is dead
ARYA,We're not
ARYA,They say you killed Joffrey
Did you? SANSA,I wish I had
ARYA,Me too
SANSA,Yes
ARYA,"Mine neither, but our stories aren't over yet"
SANSA,"No, they're not"
SANSA,"Arya, Bran's home too"
CUT TO,WINTERFELL - WEIRWOOD TREE BRAN is sitting next to the Weirwood tree
BRAN,You came home
BRAN,I saw you at the crossroads
SANSA,Bran has visions
BRAN,I thought you might go to King's Landing
ARYA,So did I
ARYA,"Littlefinger, he's here? ARYA turns to look at SANSA"
SANSA,He's declared for House Stark
SANSA,He's not a generous man
BRAN,It doesn't matter
ARYA,Are you sure? It's Valyrian steel
BRAN,It's wasted on a cripple
CUT TO,WINTERFELL - GATE ARYA is pushing BRAN in his wheelchair and SANSA is next to them
PODRICK,Catelyn Stark would be proud
BRIENNE,I did next to nothing
PODRICK,"You're too hard on yourself, My Lady"
BRIENNE,I'm not a -- BRIENNE pauses for a moment
BRIENNE,"Thank you, Podrick"
CUT TO,DRAGONSTONE DAENERYS and MISSANDEI are walking along a path outside of Dragonstone followed by members of the Queensguard
MISSANDEI,"Your Grace, there's still no word from the Unsullied"
DAENERYS,Soon
MISSANDEI,He better
DAENERYS,What happened? MISSANDEI begins smirking
MISSANDEI,Many things
DAENERYS,Many things? Jon Snow appears at the bottom of the path
JON,Your Grace
DAENERYS,It's all right
JON,I wanted you to see it before we start hacking it to bits
JON,"So this is it, all we'll ever need"
JON,"There is something else I want to show your, Your Grace"
JON,The Children of the Forest made these
DAENERYS,They were right here standing where we're standing before there were Targaryens or Starks or Lannisters
JON,No
JON,They were here together the Children and the First Men
DAENERYS,Doing what? Fighting each other? JON takes DAENERYS by the arm and swings her torch to another part of the wall
DAENERYS,They fought together against their common enemy
JON,Because the enemy is real
DAENERYS,I will fight for you
JON,"My people won't accept a southern ruler, not after everything they've suffered"
DAENERYS,They will if their king does
DAENERYS,That's very good to hear
DAVOS,You'll want to discuss this amongst yourselves
Perhaps -- DAENERYS,You will stay
TYRION,We still have the largest army
DAENERYS,Who won't be able to eat because Cersei has taken all the food from the Reach
TYRION,Call Grey Worm and the Unsullied back
DAENERYS,"The right plan? Your strategy has lost us Dorne, the Iron Islands and the Reach"
DAENERYS,Enough with the clever plans
DAENERYS,I have three large dragons
TYRION,We've discussed this
DAENERYS,My enemies are in the Red Keep
What kind of a queen am I if I'm not willing to risk my life to fight them? TYRION,A smart one
DAENERYS,What do you think I should do? JON looks over the ocean at the dragons flying
JON,I never thought that dragons would exist again
JON,"But if you use them to melt castles and burn cities, you're not different"
CUT TO,WINTERFELL - COURTYARD BRIENNE and PODRICK are sparring
BRIENNE,Don't lunge
BRIENNE,Don't go where your enemy leads you
BRIENNE,Up
BRIENNE,Nice sword
SANSA,If they haven't contributed the right amount of grain to the stores then I'm afraid they'll have to make due with -- SANSA sees ARYA in the courtyard speaking with BRIENNE and stops to watch her
ARYA(TO BRIENNE),It's been awhile since I've trained
BRIENNE,"I can go and find the Master of Arms for you, My Lady"
ARYA,He didn't beat the hound
ARYA,"You swore to serve both of my mother's daughters, didn't you? BRIENNE nods her head in agreement"
BRIENNE,"Move aside, Podrick"
BRIENNE,"You can't use that, My Lady"
ARYA,I won't cut you
BRIENNE,I'll try not to
CUT TO,DRAGONSTONE JON and DAVOS are walking along the paths outside of Dragonstone having a discussion
JON,I think she has a good heart
DAVOS,A good heart? I've noticed you starring at that good heart
JON,There's no time for that
"How many men do we have in the north to fight him? 10,000? Less? DAVOS",Fewer
JON,What? DAVOS and JON near the end of the path
DAVOS,"Speaking of good hearts, Missandei of Naarth"
MISSANDEI,"Ser Davos, Lord Snow"
DAVOS,"King Snow, isn't it? No? That doesn't sound right"
King Jon? JON,It doesn't matter
DAVOS,The sounds liberating
JON,I'm sorry
DAVOS,That was good of her
"Of course you're serving her now, aren't you? MISSANDEI",I serve my queen because I want to serve my queen
DAVOS(to JON),You'll forgive me if I switch sides
THEON,Jon
THEON,"Sansa, is she all right? JON grabs THEON by his shirt and pulls him face to face"
JON,What you did for her is the only reason I'm not killing you
DAVOS,We heard your uncle attacked your fleet
THEON,I should be
JON,The queen is gone
RANDYLL,All of the gold is safely through the gates of King's Landing
JAIME,Good
RANDYLL,We need to get the last of these wagons over the Blackwater Rush before nightfall
JAIME,We are stretched a bit thin
RANDYLL,"With your permission, flogging stragglers has a marked effect on mobility"
JAIME,Let's give them fair warning first
DICKON,Ser Jaime
JAIME,Rickon
DICKON,Dickon
JAIME,I hear you fought bravely at Highgarden
BRONN,Come on
DICKON,All my life we've been pledged to House Tyrell
JAIME,They didn't deserve to die
DICKON,I didn't expect it to smell like that
BRONN,Men shit themselves when they die
Didn't they teach you that at fancy lad school? JAIME looks over at BRONN BRONN,"Well, I learned it when I was 5"
JAIME,Spears and shields! Spears and shields! The men jump into action and start arming themselves
RANDYLL,"Come on, lads"
RANDYLL,Spears armed! The Lannister pikemen drop their spears into a fighting position and ready their shields
BRONN,Get back to King's Landing
JAIME,I'm not abandoning my army
BRONN,"You're a commander, not a damned infantryman"
JAIME,We can hold them off
DAENERYS,Dracarys! DROGON breathes fire into the first line of Lannister soldiers
JAIME,Hold the line! The main force of Dothraki crashes into shielded pikemen
JAIME,Archers! Archers with me! A group of archers break from the main battle and follow JAIME and BRONN
JAIME,Loose! The archers fire their arrows in unison
JAIME,Qyburn's scorpion is over there
BRONN,Go get it then
JAIME,I can't shoot with one hand
JAIME,Come on! A Dothraki screamer wielding two swords charges JAIME
BRONN,Where are you? TYRION walks to the edge of the battlefield accompanied by Dothraki guards
GUARD,Your people can't fight
JAIME,Take cover! DROGON spits flames into the Lannister position
BRONN,Come on you fucker
